Estado_civil,Curso,Modalidad_asistencia,Nacionalidad,Cualificación_de_la_madre,Cualificación_del_padre,Desplazado,Necesidades_educativas_especiales,Deudor,Matrícula_al_día,Género,Titular_de_la_beca,Estudiante_internacional,Nota_primer_semestre,Nota_segundo_semestre,Tasa_de_desempleo,Rendimiento
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Maestría ,Educación Superior - Licenciatura ,Si,No,No,Si,Masculino,No,No,12.8,11.6,13.9,Enrolled
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,11.333333333333334,13.666666666666666,9.4,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,No,0.0,0.0,13.9,Enrolled
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,10.8,12.25,9.4,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Otro - 11º Año de Escolaridad,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,12.5,13.5,12.4,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,15.2,14.166666666666666,10.8,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,Si,Si,Masculino,Si,No,13.314285714285717,12.575,12.4,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,13.090909090909092,12.083333333333334,10.8,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,Si,No,Femenino,No,No,0.0,0.0,11.1,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.2,11.5,16.2,Graduate
Casado/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,12.833333333333334,12.0,11.1,Enrolled
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,11.2,12.428571428571429,7.6,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Otro - 11º Año de Escolaridad,Si,No,No,Si,Femenino,No,No,12.333333333333334,12.0,7.6,Graduate
unión de hecho/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,No,No,15.94285714285714,15.94285714285714,12.7,Graduate
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,10.25,10.714285714285714,11.1,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,13.2,12.833333333333334,9.4,Enrolled
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Femenino,Si,No,14.166666666666666,12.5,12.7,Graduate
Soltero/a,Enfermería,Matutino,Portugués,9º año de escolaridad - No concluido ,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,14.575,14.575,7.6,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,10.0,0.0,12.7,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,12.285714285714286,11.428571428571429,12.4,Graduate
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,14.0,12.333333333333334,10.8,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,11.25,0.0,15.5,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,11.6,11.666666666666666,7.6,Enrolled
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,12.0,0.0,10.8,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,13.47,13.32625,15.5,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,12.4,12.8,7.6,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,No,Femenino,No,No,11.75,11.5,16.2,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Brasileño,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,Si,No,Masculino,No,Si,0.0,0.0,7.6,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.0,12.428571428571429,11.1,Graduate
Casado/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,15.333333333333334,15.4,9.4,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.32,12.32,9.4,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,13.79857142857143,14.75625,11.1,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,13.166666666666666,12.5,15.5,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,16.333333333333332,15.4,15.5,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,0.0,0.0,12.7,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Maestría ,Educación Superior - Maestría ,Si,No,No,Si,Femenino,No,No,14.757142857142856,15.366666666666667,12.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,11.666666666666666,12.333333333333334,13.9,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Grado,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,12.6,12.375,10.8,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,11.666666666666666,11.5,12.7,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,15.0,13.333333333333334,8.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,Si,No,Femenino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,13.571428571428571,13.333333333333334,13.9,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,10.8,11.5,9.4,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,11.333333333333334,13.333333333333334,12.7,Enrolled
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,11.4,12.833333333333334,9.4,Dropout
Soltero/a,Higiene Bucal,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,10.642857142857142,11.55,12.7,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Puede leer sin haber cursado 4º año de escolaridad,Si,No,No,Si,Femenino,Si,No,10.5,11.75,7.6,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,14.65,14.65,7.6,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,13.714285714285714,14.863636363636363,16.2,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Desconocido,Carrera de especialización tecnológica,No,No,No,Si,Femenino,No,No,12.266666666666667,12.071428571428571,9.4,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,10.375,11.666666666666666,12.7,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,11.0,15.4,12.4,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,Si,Si,Femenino,No,No,13.8,13.0,7.6,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,12.666666666666666,12.833333333333334,11.1,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,11.75,12.0,12.7,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.785714285714286,12.785714285714286,12.7,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,14.444444444444445,13.333333333333334,16.2,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,13.25,13.8375,13.9,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,12.50625,13.2,13.9,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,30,Si,No,No,Si,Femenino,No,No,0.0,0.0,11.1,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,12.75,11.75,12.7,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Superior - Grado,Si,No,No,Si,Femenino,No,No,16.857142857142858,16.5,13.9,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,13.166666666666666,15.0,16.2,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,12.2,11.5,7.6,Enrolled
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,16.5,14.285714285714286,8.9,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,11.75,11.6,12.4,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,No,No,11.0,0.0,13.9,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,Si,No,15.114285714285714,15.114285714285714,12.7,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,15.5,14.285714285714286,16.2,Graduate
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,Si,No,11.142857142857142,12.0,10.8,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,Si,No,11.333333333333334,11.333333333333334,15.5,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,12.04,11.77142857142857,12.4,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,11.166666666666666,10.75,15.5,Enrolled
divorciado/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,Si,Si,Femenino,Si,No,10.6,10.75,9.4,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,12.5,13.0,12.7,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,Si,No,Femenino,No,No,0.0,0.0,12.4,Dropout
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,Si,Femenino,Si,No,15.666666666666666,13.833333333333334,8.9,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,Si,No,No,Si,Femenino,No,No,15.333333333333334,15.0,8.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,12.183333333333332,11.783333333333331,16.2,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,10.0,11.333333333333334,7.6,Enrolled
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,12.0,11.25,15.5,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,10.333333333333334,10.0,7.6,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,11.166666666666666,14.666666666666666,7.6,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,11.0,11.333333333333334,10.8,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,0.0,0.0,10.8,Graduate
Soltero/a,Turismo ,Matutino,Brasileño,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,Si,12.857142857142858,11.8,8.9,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,14.328571428571427,14.328571428571427,10.8,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,15.0,16.333333333333332,13.9,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,13.6,12.4,12.7,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,12.857142857142858,13.25,9.4,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,No,No,14.5,10.0,15.5,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,Si,No,Si,Femenino,No,No,10.666666666666666,10.5,10.8,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Femenino,Si,No,13.428571428571429,11.333333333333334,8.9,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,Si,No,11.716666666666663,10.868,15.5,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,Si,No,12.0,12.8,11.1,Graduate
Soltero/a,Educación Básica,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,Si,No,Femenino,No,No,13.2,10.75,10.8,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Otro - 11º Año de Escolaridad,Carrera de grado superior - Maestría (2º ciclo),Si,No,Si,Si,Femenino,No,No,12.2,12.25,12.4,Dropout
Soltero/a,Higiene Bucal,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,12.58,12.157142857142857,8.9,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,11.333333333333334,10.833333333333334,13.9,Enrolled
Casado/a,Tecnologías de Producción de Biocombustibles,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,Si,Masculino,No,No,0.0,0.0,11.1,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,12.428571428571429,14.0,13.9,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,Si,No,13.0,13.0,13.9,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,14.535714285714286,14.535714285714286,10.8,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,Si,No,11.2,11.2,7.6,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,16.0,13.666666666666666,12.4,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Grado,Si,No,Si,Si,Masculino,No,No,13.142857142857142,12.666666666666666,16.2,Dropout
Soltero/a,Servicio Social (presencialidad vespertina),0,Español,Desconocido,Carrera de especialización tecnológica,Si,No,No,Si,Masculino,No,Si,11.6875,11.142857142857142,9.4,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Educación Superior - Grado,Si,No,No,Si,Masculino,No,No,10.5,11.0,7.6,Enrolled
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,Si,No,13.833333333333334,13.666666666666666,11.1,Graduate
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Otro - 11º Año de Escolaridad,Carrera de grado superior especializada,No,No,No,No,Masculino,Si,No,0.0,0.0,9.4,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,10.0,0.0,11.1,Dropout
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,13.9,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,No,Masculino,No,No,0.0,0.0,13.9,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.6,13.0,12.4,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,11.25,11.0,15.5,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Licenciatura ,No,No,No,Si,Masculino,No,No,12.375,11.25,13.9,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Superior - Grado,No,No,Si,Si,Masculino,No,No,10.714285714285714,12.555555555555555,12.4,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,No,Masculino,No,No,0.0,0.0,8.9,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,No,Si,Masculino,No,No,12.0,12.142857142857142,15.5,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,12.6,12.666666666666666,8.9,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.84142857142857,12.84142857142857,10.8,Graduate
